File Path,mata: Count,void Count
fmwww.bc.edu/repec/bocode/_/_mpitb_assoc.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_ctyselect.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_est.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_estcot.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_gafvars.ado,0,4
fmwww.bc.edu/repec/bocode/_/_mpitb_refsh.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_rframe.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_set.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_setwgts.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_show.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mpitb_stores.ado,0,1
fmwww.bc.edu/repec/bocode/_/_mrsvmat.ado,0,0
fmwww.bc.edu/repec/bocode/_/_mvis.ado,0,1
fmwww.bc.edu/repec/bocode/_/_mvis7.ado,0,1
fmwww.bc.edu/repec/bocode/_/_nargs.ado,0,0
fmwww.bc.edu/repec/bocode/_/_nice.ado,0,0
fmwww.bc.edu/repec/bocode/_/_normalevaluator.ado,0,0
fmwww.bc.edu/repec/bocode/_/_normalreg.ado,0,0
fmwww.bc.edu/repec/bocode/_/_oaxaca.ado,7,5
fmwww.bc.edu/repec/bocode/_/_oaxaca9.ado,7,5
fmwww.bc.edu/repec/bocode/_/_olsci.ado,0,0
fmwww.bc.edu/repec/bocode/_/_parameters.ado,0,0
fmwww.bc.edu/repec/bocode/_/_parmest.ado,0,1
fmwww.bc.edu/repec/bocode/_/_pcmdif.ado,0,0
fmwww.bc.edu/repec/bocode/_/_pecats.ado,0,0
fmwww.bc.edu/repec/bocode/_/_pecats2.ado,0,0
fmwww.bc.edu/repec/bocode/_/_pecatsal.ado,0,0
fmwww.bc.edu/repec/bocode/_/_prefix_display.ado,0,0
fmwww.bc.edu/repec/bocode/_/_pyparse.ado,0,0
fmwww.bc.edu/repec/bocode/_/_qregsel.ado,3,2
fmwww.bc.edu/repec/bocode/_/_qregtrace.ado,0,0
fmwww.bc.edu/repec/bocode/_/_query.ado,0,0
fmwww.bc.edu/repec/bocode/_/_query_countrymetadata.ado,0,0
