package,version,version_date,proxied
lmabpgnl,1.0,2026-04-07T07:57:29Z,
lmabpgxt,1.0,2026-04-07T07:57:29Z,
lmabpnl,1.0,2026-04-07T07:57:29Z,
lmabpxt,1.0,2026-04-07T07:57:29Z,
lmabxt,1.0,2026-04-07T07:57:29Z,
lmadurh,1.0,2026-04-07T07:57:29Z,
lmadurh2,1.0,2026-04-07T07:57:29Z,
lmadurhxt,1.0,2026-04-07T07:57:29Z,
lmadurm,1.0,2026-04-07T07:57:29Z,
lmadurm2,1.0,2026-04-07T07:57:29Z,
lmadurmnl,1.0,2026-04-07T07:57:29Z,
lmadurmxt,1.0,2026-04-07T07:57:29Z,
lmadw,1.0,2026-04-07T07:57:29Z,
lmadw2,1.0,2026-04-07T07:57:29Z,
lmadwnl,1.0,2026-04-07T07:57:29Z,
lmadwxt,1.0,2026-04-07T07:57:29Z,
lmalb,1.0,2026-04-07T07:57:29Z,
lmalb2,1.0,2026-04-07T07:57:29Z,
lmalbnl,1.0,2026-04-07T07:57:29Z,
lmanlsur,1.0,2026-04-07T07:57:29Z,
lmareg3,1.0,2026-04-07T07:57:29Z,
lmasem,1.0,2026-04-07T07:57:29Z,
lmavon,1.0,2026-04-07T07:57:29Z,
lmavon2,1.0,2026-04-07T07:57:29Z,
lmavonnl,1.0,2026-04-07T07:57:29Z,
lmavonxt,1.0,2026-04-07T07:57:29Z,
lmawxt,1.0,2026-04-07T07:57:29Z,
lmaz,1.0,2026-04-07T07:57:29Z,
lmaznl,1.0,2026-04-07T07:57:29Z,
lmcol,1.0,2026-04-07T07:57:29Z,
lmcovnlsur,2.0,2026-04-07T07:57:29Z,
lmcovreg3,2.0,2026-04-07T07:57:29Z,
lmcovsem,2.0,2026-04-07T07:57:29Z,
lmcovvar,1.0,2026-04-07T07:57:29Z,
lmcovxt,2.0,2026-04-07T07:57:29Z,
lmdi,3.2.3,2026-04-07T07:57:29Z,
lmeg,1.0,2026-04-07T07:57:29Z,
lmfreg,1.0,2026-04-07T07:57:29Z,
lmfreg2,1.0,2026-04-07T07:57:29Z,
lmgc,1.0,2026-04-07T07:57:29Z,
lmharch,1.0,2026-04-07T07:57:29Z,
lmharch2,1.0,2026-04-07T07:57:29Z,
lmharchnl,1.0,2026-04-07T07:57:29Z,
lmharchxt,1.0,2026-04-07T07:57:29Z,
lmhcw,1.0,2026-04-07T07:57:29Z,
lmhcw2,1.0,2026-04-07T07:57:29Z,
lmhcwnl,1.0,2026-04-07T07:57:29Z,
lmhcwxt,1.0,2026-04-07T07:57:29Z,
lmhgl,1.0,2026-04-07T07:57:29Z,
lmhgl2,1.0,2026-04-07T07:57:29Z,
lmhglnl,1.0,2026-04-07T07:57:29Z,
lmhharv,1.0,2026-04-07T07:57:29Z,
lmhharv2,1.0,2026-04-07T07:57:29Z,
lmhhp,1.0,2026-04-07T07:57:29Z,
lmhhp2,1.0,2026-04-07T07:57:29Z,
lmhhpnl,1.0,2026-04-07T07:57:29Z,
lmhhpxt,1.0,2026-04-07T07:57:29Z,
lmhlmxt,1.0,2026-04-07T07:57:29Z,
lmhlrxt,1.0,2026-04-07T07:57:29Z,
lmhmss2,1.0,2026-04-07T07:57:29Z,
lmhnlsur,1.0,2026-04-07T07:57:29Z,
lmhreg3,1.0,2026-04-07T07:57:29Z,
lmhsem,1.0,2026-04-07T07:57:29Z,
lmhwald,1.0,2026-04-07T07:57:29Z,
lmhwaldxt,1.14,2026-04-07T07:57:29Z,
lmnad,1.0,2026-04-07T07:57:29Z,
lmnad2,1.0,2026-04-07T07:57:29Z,
lmnadnl,1.0,2026-04-07T07:57:29Z,
lmnadxt,1.0,2026-04-07T07:57:29Z,
lmndh,1.0,2026-04-07T07:57:29Z,
lmndp,1.0,2026-04-07T07:57:29Z,
lmndp2,1.0,2026-04-07T07:57:29Z,
lmngr,1.0,2026-04-07T07:57:29Z,
lmngry,1.0,2026-04-07T07:57:29Z,
lmngry2,1.0,2026-04-07T07:57:29Z,
lmngryxt,1.0,2026-04-07T07:57:29Z,
lmnjb,20111027,2026-04-07T07:57:29Z,
lmnjbnl,1.0,2026-04-07T07:57:29Z,
lmnjbxt,1.0,2026-04-07T07:57:29Z,
lmnnlsur,1.0,2026-04-07T07:57:29Z,
lmnreg3,1.0,2026-04-07T07:57:29Z,
lmnsem,1.0,2026-04-07T07:57:29Z,
lmnwhite,1.0,2026-04-07T07:57:29Z,
lmnwhite2,1.0,2026-04-07T07:57:29Z,
lmnwhitenl,1.0,2026-04-07T07:57:29Z,
lmnwhitext,1.0,2026-04-07T07:57:29Z,
lmoments,6.0.0,2026-04-07T07:57:29Z,
lmomentsets,1.0.2,2026-04-07T07:57:29Z,
lms,,2026-04-07T07:57:29Z,
lmsrd,1.0,2026-04-07T07:57:29Z,
lmtest,1.5,2026-04-07T07:57:29Z,
lmztest,1.1,2026-04-07T07:57:29Z,
lnmor,1.1.5,2026-04-07T07:57:29Z,
loasampsi,1.0.0,2026-04-07T07:57:29Z,
localp,1.0.3,2026-04-07T07:57:29Z,
locpr,1.0.2,2026-04-07T07:57:29Z,
locproj,20260219,2026-04-07T07:57:29Z,
loevh,20101208,2026-04-07T07:57:29Z,
loevh2,2.0.1,2026-04-07T07:57:29Z,
log2do2,20021021,2026-04-07T07:57:29Z,
log2html,1.2.10,2026-04-07T07:57:29Z,
log2markup,20200826,2026-04-07T07:57:29Z,
log2md,20250119,2026-04-07T07:57:29Z,
logitcprplot,1.0.4,2026-04-07T07:57:29Z,
logitfe,3.0.3,2026-04-07T07:57:29Z,
logitgraph,20241102,2026-04-07T07:57:29Z,
logithetm,1.1,2026-04-07T07:57:29Z,
logitjack,20240603,2026-04-07T07:57:29Z,
logittorisk,20211016,2026-04-07T07:57:29Z,
logloss,1.0.0,2026-04-07T07:57:29Z,
lognfit,1.2.2,2026-04-07T07:57:29Z,
logout,1.0.4,2026-04-07T07:57:29Z,
logpred,2.0.1,2026-04-07T07:57:29Z,
logtest,20150918,2026-04-07T07:57:29Z,
lomackinlay,1.0.7,2026-04-07T07:57:29Z,
lomodrs,1.0.3,2026-04-07T07:57:29Z,
longch,1.1,2026-04-07T07:57:29Z,
longplot,1.3.0,2026-04-07T07:57:29Z,
longshape,1.0.0,2026-04-07T07:57:29Z,
looclass,2.3.2,2026-04-07T07:57:29Z,
loocv,20141011,2026-04-07T07:57:29Z,
lookfor2,1.0.0,2026-04-07T07:57:29Z,
lookfor_all,4.00,2026-04-07T07:57:29Z,
lookfor_val,1.0.4,2026-04-07T07:57:29Z,
lookforit,20110802,2026-04-07T07:57:29Z,
loopplot,,2026-04-07T07:57:29Z,
lorenz,1.0.3,2026-04-07T07:57:29Z,
louvain,20200308,2026-04-07T07:57:29Z,
lowyseattle,20160902,2026-04-07T07:57:29Z,
lowyseattlea,20160902,2026-04-07T07:57:29Z,
lowyseattleb,20160902,2026-04-07T07:57:29Z,
lpdensity,2.3.1,2026-04-07T07:57:29Z,
lpdid,20251218,2026-04-07T07:57:29Z,
lppinv,1.0.0,2026-04-07T07:57:29Z,
lprplot,1.0.1,2026-04-07T07:57:29Z,
lrasvar,1.1.0,2026-04-07T07:57:29Z,
lrchg,1.0.0,2026-04-07T07:57:29Z,
lrdrop1,1.0,2026-04-07T07:57:29Z,
lrmatx,1.0.0,2026-04-07T07:57:29Z,
lrmbounds,1.0.0,2026-04-07T07:57:29Z,
lrplot,1.0.0,2026-04-07T07:57:29Z,
lrseq,1.0,2026-04-07T07:57:29Z,
lrutil,,2026-04-07T07:57:29Z,
lsacsetup,20201215,2026-04-07T07:57:29Z,
lsaplot,1.7.4,2026-04-07T07:57:29Z,
lstack,,2026-04-07T07:57:29Z,
lstrfun,20110823,2026-04-07T07:57:29Z,
ltable2,1.0.0,2026-04-07T07:57:29Z,
ltimbimata,20080913,2026-04-07T07:57:29Z,
ltop,20230425,2026-04-07T07:57:29Z,
luvain,20200603,2026-04-07T07:57:29Z,
lvalues,1.0.0,2026-04-07T07:57:29Z,
lvr2plot2,1.0.0,2026-04-07T07:57:29Z,
lxhget,1.4,2026-04-07T07:57:29Z,
lxhuse,1.4,2026-04-07T07:57:29Z,
lxpct_2,20050608,2026-04-07T07:57:29Z,
m_stats,20110401,2026-04-07T07:57:29Z,
mac_unab,20110427,2026-04-07T07:57:29Z,
macrof,0.1.0,2026-04-07T07:57:29Z,
madfuller,1.0.2,2026-04-07T07:57:29Z,
madot,1.0,2026-04-07T07:57:29Z,
mads,20190106,2026-04-07T07:57:29Z,
magreg,1.0.0,2026-04-07T07:57:29Z,
mahapick,1.2.1,2026-04-07T07:57:29Z,
mail,0.2,2026-04-07T07:57:29Z,
majority,1.0.0,2026-04-07T07:57:29Z,
makeddi,1.0.0,2026-04-07T07:57:29Z,
makehlp,20210521,2026-04-07T07:57:29Z,
makeid,20190124,2026-04-07T07:57:29Z,
makematrix,2.0.4,2026-04-07T07:57:29Z,
maketex,,2026-04-07T07:57:29Z,
makicoint,1.0.0,2026-04-07T07:57:29Z,
malmq2,2.2,2026-04-07T07:57:29Z,
manski_ci,1.1,2026-04-07T07:57:29Z,
manyweakiv,20231118,2026-04-07T07:57:29Z,
map,20210216,2026-04-07T07:57:29Z,
mapch,1.0.1,2026-04-07T07:57:29Z,
mapsm,1.3,2026-04-07T07:57:29Z,
maptile,1.0.5,2026-04-07T07:57:29Z,
margdistfit,1.3.2,2026-04-07T07:57:29Z,
margeff,2.2.0,2026-04-07T07:57:29Z,
margfx,19990730,2026-04-07T07:57:29Z,
margin,20041029,2026-04-07T07:57:29Z,
margins_dynxteprobit,20260314,2026-04-07T07:57:29Z,
marginscontplot2,1.3.0,2026-04-07T07:57:29Z,
margintegrate,1.0,2026-04-07T07:57:29Z,
marglmean,20150904,2026-04-07T07:57:29Z,
margprev,20150904,2026-04-07T07:57:29Z,
marhis,1.0,2026-04-07T07:57:29Z,
marimekko,1.2,2026-04-07T07:57:29Z,
mark_changes,1.0.0,2026-04-07T07:57:29Z,
marker,1.0.1,2026-04-07T07:57:29Z,
markobs,1.0.1,2026-04-07T07:57:29Z,
markov,1.1.1,2026-04-07T07:57:29Z,
markovci,1.0.0,2026-04-07T07:57:29Z,
markovfirstorder,1.0.1,2026-04-07T07:57:29Z,
markovfutureprob,1.0.0,2026-04-07T07:57:29Z,
markovmeanrecurrence,1.0.0,2026-04-07T07:57:29Z,
markovmfpt,1.0.0,2026-04-07T07:57:29Z,
markovpredict,1.0.0,2026-04-07T07:57:29Z,
markovsteadystate,1.0.0,2026-04-07T07:57:29Z,
markovtheotrans,1.1.0,2026-04-07T07:57:29Z,
markstat,2.7,2026-04-07T07:57:29Z,
marktouse,1.0.1,2026-04-07T07:57:29Z,
markupest,1.0.1,2026-04-07T07:57:29Z,
mat2txt,1.1.2,2026-04-07T07:57:29Z,
matamatrix,1.0.2,2026-04-07T07:57:29Z,
matchi2,1.0.1,2026-04-07T07:57:29Z,
matchit,1.5.2,2026-04-07T07:57:29Z,
matdrop,20240805,2026-04-07T07:57:29Z,
matin4-matout4,20040816,2026-04-07T07:57:29Z,
matmap,1.0.0,2026-04-07T07:57:29Z,
matnames,1.01,2026-04-07T07:57:29Z,
matodd,,2026-04-07T07:57:29Z,
matpwcorr,20061129,2026-04-07T07:57:29Z,
matrixof,1.0.1,2026-04-07T07:57:29Z,
matrixtools,20260120,2026-04-07T07:57:29Z,
matsave,1.1.7,2026-04-07T07:57:29Z,
matsort,1.0,2026-04-07T07:57:29Z,
matstat,16.5,2026-04-07T07:57:29Z,
matvsort,1.2.0,2026-04-07T07:57:29Z,
matwrite,20041216,2026-04-07T07:57:29Z,
mauchly,20170128,2026-04-07T07:57:29Z,
maxdrawdown,20160915,2026-04-07T07:57:29Z,
maxsum,1.0.1,2026-04-07T07:57:29Z,
maxwell,1.0.0,2026-04-07T07:57:29Z,
mbitobit,1.01,2026-04-07T07:57:29Z,
mbsens,20140808,2026-04-07T07:57:29Z,
mc,1.01,2026-04-07T07:57:29Z,
mca,1.3.0,2026-04-07T07:57:29Z,
mcenter,20040826,2026-04-07T07:57:29Z,
mces,20220219,2026-04-07T07:57:29Z,
mcib,20190620,2026-04-07T07:57:29Z,
mcl,20040924,2026-04-07T07:57:29Z,
mcmccqreg,1.0.0,2026-04-07T07:57:29Z,
mcmclinear,20120105,2026-04-07T07:57:29Z,
mcmcstats,20120823,2026-04-07T07:57:29Z,
mcqscore,20040415,2026-04-07T07:57:29Z,
mcwr,1.0.0,2026-04-07T07:57:29Z,
mdensity,1.5.1,2026-04-07T07:57:29Z,
mdepriv,2.2.0,2026-04-07T07:57:29Z,
mdesc,20110825,2026-04-07T07:57:29Z,
mean2,1.0.0,2026-04-07T07:57:29Z,
mean_ci_plot,20240321,2026-04-07T07:57:29Z,
meaning,1.0.1,2026-04-07T07:57:29Z,
medcouple,20150507,2026-04-07T07:57:29Z,
median,,2026-04-07T07:57:29Z,
mediation,20121119,2026-04-07T07:57:29Z,
medoid,1.0.0,2026-04-07T07:57:29Z,
medsem,20170202,2026-04-07T07:57:29Z,
medsurv,1.3,2026-04-07T07:57:29Z,
mehetprob,20061110,2026-04-07T07:57:29Z,
meloreg2,1.0,2026-04-07T07:57:29Z,
melt,0.0.6,2026-04-07T07:57:29Z,
menger,1.1.0,2026-04-07T07:57:29Z,
meoprobit,20061116,2026-04-07T07:57:29Z,
mequate,20110401,2026-04-07T07:57:29Z,
meresc,1.0.2,2026-04-07T07:57:29Z,
mergeall,20110708,2026-04-07T07:57:29Z,
mergemany,20120809,2026-04-07T07:57:29Z,
mergepoly,2.0.5,2026-04-07T07:57:29Z,
merlin,2.4.0,2026-04-07T07:57:29Z,
meta_analysis,20220123,2026-04-07T07:57:29Z,
meta_lr,1.0.0,2026-04-07T07:57:29Z,
metaaggr,20040409,2026-04-07T07:57:29Z,
metaan,20230425,2026-04-07T07:57:29Z,
metabias,3.0,2026-04-07T07:57:29Z,
metacum,2.02,2026-04-07T07:57:29Z,
metadata,20090105,2026-04-07T07:57:29Z,
metadialog,20051205,2026-04-07T07:57:29Z,
metadta,20221111,2026-04-07T07:57:29Z,
metaeff,20150318,2026-04-07T07:57:29Z,
metafrag,2.0.0,2026-04-07T07:57:29Z,
metafunnel,1.0.2,2026-04-07T07:57:29Z,
metagen,1.0.0,2026-04-07T07:57:29Z,
metagraph,20081020,2026-04-07T07:57:29Z,
metamiss,3.17,2026-04-07T07:57:29Z,
metamiss2,1.2.8,2026-04-07T07:57:29Z,
metan,4.08,2026-04-07T07:57:29Z,
metandi,2.0,2026-04-07T07:57:29Z,
metaninf,1.0.2,2026-04-07T07:57:29Z,
metaparm,20041110,2026-04-07T07:57:29Z,
metaplot,20260226,2026-04-07T07:57:29Z,
metapow,0.1.0,2026-04-07T07:57:29Z,
metapred,2.0.0,2026-04-07T07:57:29Z,
metapreg,20250719,2026-04-07T07:57:29Z,
metaprop,20200415,2026-04-07T07:57:29Z,
metaprop_one,20170126,2026-04-07T07:57:29Z,
metareg,2.6.1,2026-04-07T07:57:29Z,
metastrong,1.0.0,2026-04-07T07:57:29Z,
metatef,1.0.0,2026-04-07T07:57:29Z,
metatrend,1.0.0,2026-04-07T07:57:29Z,
metatrim,1.0.5,2026-04-07T07:57:29Z,
metaxl,0.6,2026-04-07T07:57:29Z,
mfcurve,1.0,2026-04-07T07:57:29Z,
mfelogit,20210709,2026-04-07T07:57:29Z,
mfilegr,,2026-04-07T07:57:29Z,
mfpi,3.0.0,2026-04-07T07:57:29Z,
mfpigen,2.1.2,2026-04-07T07:57:29Z,
mfpmi,2.0.2,2026-04-07T07:57:29Z,
mfx2,1.2.0,2026-04-07T07:57:29Z,
mgbe,1.2,2026-04-07T07:57:29Z,
mgen,1.00,2026-04-07T07:57:29Z,
mgof,1.0.5,2026-04-07T07:57:29Z,
mhl,20150507,2026-04-07T07:57:29Z,
mhtexp,20160313,2026-04-07T07:57:29Z,
mhtreg,20201019,2026-04-07T07:57:29Z,
mi_impute_from,20240928,2026-04-07T07:57:29Z,
mi_mvncat,20110521,2026-04-07T07:57:29Z,
mi_twoway,20140904,2026-04-07T07:57:29Z,
mibmi,20161030,2026-04-07T07:57:29Z,
mice,20041015,2026-04-07T07:57:29Z,
mict,20150725,2026-04-07T07:57:29Z,
midas,3.01,2026-04-07T07:57:29Z,
miesize,20240429,2026-04-07T07:57:29Z,
mif2dta,2.0.0,2026-04-07T07:57:29Z,
miinc,20140810,2026-04-07T07:57:29Z,
mim,2.1.8,2026-04-07T07:57:29Z,
mimix,1.5,2026-04-07T07:57:29Z,
mimpt,0.0.2,2026-04-07T07:57:29Z,
mimrgns,4.0.7,2026-04-07T07:57:29Z,
mimstack,20080826,2026-04-07T07:57:29Z,
minap,1.0.1,2026-04-07T07:57:29Z,
minmse,20210424,2026-04-07T07:57:29Z,
mint,20150703,2026-04-07T07:57:29Z,
miparallel,20140429,2026-04-07T07:57:29Z,
mipolate,1.2.0,2026-04-07T07:57:29Z,
mira,20080413,2026-04-07T07:57:29Z,
missing,1.0,2026-04-07T07:57:29Z,
missingplot,1.0.0,2026-04-07T07:57:29Z,
missings,1.4.0,2026-04-07T07:57:29Z,
misum,1.0.4,2026-04-07T07:57:29Z,
mitools,20030726,2026-04-07T07:57:29Z,
mivcausal,1.0.0,2026-04-07T07:57:29Z,
mivif,1.0.5,2026-04-07T07:57:29Z,
mixlelast,20240528,2026-04-07T07:57:29Z,
mixlogit,1.4.0,2026-04-07T07:57:29Z,
mixlogitwtp,1.1.0,2026-04-07T07:57:29Z,
mixmcm,1.0.1,2026-04-07T07:57:29Z,
mixmixlogit,20200228,2026-04-07T07:57:29Z,
mixrandregret,1.1.0,2026-04-07T07:57:29Z,
mizrachl2,1.0.0,2026-04-07T07:57:29Z,
mkbilogn,19990112,2026-04-07T07:57:29Z,
mkcorr,20140319,2026-04-07T07:57:29Z,
mkdat,20040714,2026-04-07T07:57:29Z,
mkdensity,1.02,2026-04-07T07:57:29Z,
mkern,2.0.0,2026-04-07T07:57:29Z,
mkest,1.0.0,2026-04-07T07:57:29Z,
mkprofile,20110226,2026-04-07T07:57:29Z,
mkproject,2.1.4,2026-04-07T07:57:29Z,
mkstrsn,1.0.0,2026-04-07T07:57:29Z,
mktab,20050630,2026-04-07T07:57:29Z,
mktex,20260206,2026-04-07T07:57:29Z,
mlad,1.2,2026-04-07T07:57:29Z,
mlboolean,20041006,2026-04-07T07:57:29Z,
mlcoint,,2026-04-07T07:57:29Z,
mlmoderator,20260324,2026-04-07T07:57:29Z,
mlogitroc,20100930,2026-04-07T07:57:29Z,
mlogpred,1.0.0,2026-04-07T07:57:29Z,
mlowess,1.0.0,2026-04-07T07:57:29Z,
mlr2sls,20180915,2026-04-07T07:57:29Z,
mlt,20130129,2026-04-07T07:57:29Z,
mm_regress,20090605,2026-04-07T07:57:29Z,
mmat2tex,2.0,2026-04-07T07:57:29Z,
mmeiv,20190719,2026-04-07T07:57:29Z,
mmerge,2.5.0,2026-04-07T07:57:29Z,
mmodes,20060406,2026-04-07T07:57:29Z,
mmqreg,2.3,2026-04-07T07:57:29Z,
mmsel,20130102,2026-04-07T07:57:29Z,
mmsrm,20130508,2026-04-07T07:57:29Z,
mmws,1.21,2026-04-07T07:57:29Z,
mnthplot,1.1.0,2026-04-07T07:57:29Z,
mod11,0.13.03,2026-04-07T07:57:29Z,
mode,1.0.0,2026-04-07T07:57:29Z,
modeldiag,20041206,2026-04-07T07:57:29Z,
modlpr,1.1.7,2026-04-07T07:57:29Z,
modplot,20250304,2026-04-07T07:57:29Z,
mog,20101221,2026-04-07T07:57:29Z,
mol,20081212,2026-04-07T07:57:29Z,
moments,1.1.0,2026-04-07T07:57:29Z,
moments2,1.2.0,2026-04-07T07:57:29Z,
momentsets,1.0.2,2026-04-07T07:57:29Z,
moranplot,1.0.5,2026-04-07T07:57:29Z,
moransi,20250327,2026-04-07T07:57:29Z,
more_clarify,20140604,2026-04-07T07:57:29Z,
moremata,20260111,2026-04-07T07:57:29Z,
moreobs,,2026-04-07T07:57:29Z,
moss,2.0.0,2026-04-07T07:57:29Z,
motivate,20181126,2026-04-07T07:57:29Z,
motivatedolly,20201113,2026-04-07T07:57:29Z,
mountainplot,1.0.0,2026-04-07T07:57:29Z,
movavg,20121218,2026-04-07T07:57:29Z,
movestay,3.0.2,2026-04-07T07:57:29Z,
mpi,1.0.3,2026-04-07T07:57:29Z,
mpitb,0.1.4,2026-04-07T07:57:29Z,
mplotoffset,1.1.1,2026-04-07T07:57:29Z,
mpovline,1.0,2026-04-07T07:57:29Z,
mpr,1.1.0,2026-04-07T07:57:29Z,
mqgamma,20140621,2026-04-07T07:57:29Z,
mrdum,1.0,2026-04-07T07:57:29Z,
mrgtbl2,20260111,2026-04-07T07:57:29Z,
mrobust,20161106,2026-04-07T07:57:29Z,
mrprobit,20130603,2026-04-07T07:57:29Z,
mrsprep,1.0,2026-04-07T07:57:29Z,
mrtab,1.02,2026-04-07T07:57:29Z,
mscatter,1.32,2026-04-07T07:57:29Z,
mscologit,1.21,2026-04-07T07:57:29Z,
msdeco,20170716,2026-04-07T07:57:29Z,
msdirb,20150507,2026-04-07T07:57:29Z,
mseffect,20170114,2026-04-07T07:57:29Z,
msp,8.1,2026-04-07T07:57:29Z,
msplot,1.0.0,2026-04-07T07:57:29Z,
mss,20120501,2026-04-07T07:57:29Z,
mstdize,1.2.0,2026-04-07T07:57:29Z,
mstore,1.1.0,2026-04-07T07:57:29Z,
mswtable,16.34,2026-04-07T07:57:29Z,
mtab,20201216,2026-04-07T07:57:29Z,
mtad,20170209,2026-04-07T07:57:29Z,
mtebinary,20180719,2026-04-07T07:57:29Z,
mtefe,20190522,2026-04-07T07:57:29Z,
mtemore,20180719,2026-04-07T07:57:29Z,
mtnardl,1.0.0,2026-04-07T07:57:29Z,
mtpi,20200715,2026-04-07T07:57:29Z,
mtreatreg,2.0.0,2026-04-07T07:57:29Z,
mulogit,20080402,2026-04-07T07:57:29Z,
multencode,1.1.1,2026-04-07T07:57:29Z,
multiauc,1.0.0,2026-04-07T07:57:29Z,
multibar,20070803,2026-04-07T07:57:29Z,
multicoefplot,1.1,2026-04-07T07:57:29Z,
multidot,1.2.0,2026-04-07T07:57:29Z,
multif,1.15,2026-04-07T07:57:29Z,
multiline,1.6.0,2026-04-07T07:57:29Z,
multimport,1.1,2026-04-07T07:57:29Z,
multipurt,1.0.1,2026-04-07T07:57:29Z,
multishell,2.0.1,2026-04-07T07:57:29Z,
multisite,20250228,2026-04-07T07:57:29Z,
multisite_regitt,20250228,2026-04-07T07:57:29Z,
multisite_reglate,20250228,2026-04-07T07:57:29Z,
multisite_varitt,20250228,2026-04-07T07:57:29Z,
multisite_varlate,20250228,2026-04-07T07:57:29Z,
multispline,20260302,2026-04-07T07:57:29Z,
multistate,20230118,2026-04-07T07:57:29Z,
multivrs,20210415,2026-04-07T07:57:29Z,
mundlak,20130508,2026-04-07T07:57:29Z,
muxplot,,2026-04-07T07:57:29Z,
muxyplot,,2026-04-07T07:57:29Z,
mvardlurt,1.0.0,2026-04-07T07:57:29Z,
mvcorr,20051018,2026-04-07T07:57:29Z,
mvdcmp,3.0,2026-04-07T07:57:29Z,
mvfiles,20130406,2026-04-07T07:57:29Z,
mvfilter,20240302,2026-04-07T07:57:29Z,
mvmeta,4.0.2,2026-04-07T07:57:29Z,
mvnxpb,20180613,2026-04-07T07:57:29Z,
mvplot,1.0,2026-04-07T07:57:29Z,
mvport,20160902,2026-04-07T07:57:29Z,
mvprobit,3.0.2,2026-04-07T07:57:29Z,
mvsamp1i,2.0.0,2026-04-07T07:57:29Z,
mvsampsi,2.0.0,2026-04-07T07:57:29Z,
mvsktest,20060208,2026-04-07T07:57:29Z,
mvsumm,1.1.1,2026-04-07T07:57:29Z,
mvtest,1.0.0,2026-04-07T07:57:29Z,
mvtnorm,20211224,2026-04-07T07:57:29Z,
mvtobit,1.3,2026-04-07T07:57:29Z,
myaxis,1.0.0,2026-04-07T07:57:29Z,
mycd10,1.1,2026-04-07T07:57:29Z,
mycolours,1.0.0,2026-04-07T07:57:29Z,
mydatelabels,0.0.1,2026-04-07T07:57:29Z,
myedit,20251228,2026-04-07T07:57:29Z,
mylabels,1.4.0,2026-04-07T07:57:29Z,
mypkg,1.0.0,2026-04-07T07:57:29Z,
myrank,1.0.0,2026-04-07T07:57:29Z,
myreg2,20250522,2026-04-07T07:57:29Z,
mysuite,1.0.1,2026-04-07T07:57:29Z,
myweeks,1.0.0,2026-04-07T07:57:29Z,
naam,20260404,2026-04-07T07:57:29Z,
naics_to_ff,1.0,2026-04-07T07:57:29Z,
namecheck,1.0,2026-04-07T07:57:29Z,
nb_adjust,2.11,2026-04-07T07:57:29Z,
nbercycles,1.0.7,2026-04-07T07:57:29Z,
nbfit,1.2.0,2026-04-07T07:57:29Z,
nbinreg,,2026-04-07T07:57:29Z,
nbstrat,1.0.0,2026-04-07T07:57:29Z,
nca,1.1,2026-04-07T07:57:29Z,
ncf,1.0.0,2026-04-07T07:57:29Z,
nct,1.0.0,2026-04-07T07:57:29Z,
ndbci,20040818,2026-04-07T07:57:29Z,
nearest,1.1.0,2026-04-07T07:57:29Z,
nearmrg,2.1.1,2026-04-07T07:57:29Z,
nearstat,1.0.0,2026-04-07T07:57:29Z,
nehurdle,2.0.0,2026-04-07T07:57:29Z,
neoclassical,20110618,2026-04-07T07:57:29Z,
netplot,1.2,2026-04-07T07:57:29Z,
netreg,1.0.0,2026-04-07T07:57:29Z,
network,1.5.0,2026-04-07T07:57:29Z,
newey2,1.11,2026-04-07T07:57:29Z,
newsimpact,1.1,2026-04-07T07:57:29Z,
next,20201013,2026-04-07T07:57:29Z,
ngram,1.0.0,2026-04-07T07:57:29Z,
nharvey,1.0.7,2026-04-07T07:57:29Z,
nicedates,1.0.1,2026-04-07T07:57:29Z,
niceest,0.1,2026-04-07T07:57:29Z,
nicelabels,1.0.0,2026-04-07T07:57:29Z,
niceloglabels,1.2.0,2026-04-07T07:57:29Z,
nicewords,1.3.1,2026-04-07T07:57:29Z,
njc_stuff,20251204,2026-04-07T07:57:29Z,
nlcheck,1.0.0,2026-04-07T07:57:29Z,
nlcorr,1.0,2026-04-07T07:57:29Z,
nlls,20240506,2026-04-07T07:57:29Z,
nmf,1.00,2026-04-07T07:57:29Z,
nmissing,3.1.1,2026-04-07T07:57:29Z,
nnest,20111122,2026-04-07T07:57:29Z,
nnipolate,1.0.0,2026-04-07T07:57:29Z,
nnls,20240507,2026-04-07T07:57:29Z,
nnmatch,1.3.1,2026-04-07T07:57:29Z,
nonparmde,20121209,2026-04-07T07:57:29Z,
nopo,1.0.0,2026-04-07T07:57:29Z,
nopomatch,20130419,2026-04-07T07:57:29Z,
norm,20130920,2026-04-07T07:57:29Z,
norm_dist,20231203,2026-04-07T07:57:29Z,
normalbvr,20180405,2026-04-07T07:57:29Z,
normalizepath,12.12.20,2026-04-07T07:57:29Z,
normalrir,20180407,2026-04-07T07:57:29Z,
normtest,,2026-04-07T07:57:29Z,
npeivreg,20211223,2026-04-07T07:57:29Z,
npinfo,1.0,2026-04-07T07:57:29Z,
npiv,20190324,2026-04-07T07:57:29Z,
nproc,1.0.5,2026-04-07T07:57:29Z,
npseries,20151107,2026-04-07T07:57:29Z,
npss,20220318,2026-04-07T07:57:29Z,
npsynth,20200623,2026-04-07T07:57:29Z,
nrow,1.0.0,2026-04-07T07:57:29Z,
nrow2,1.0.0,2026-04-07T07:57:29Z,
nruns,1.1.1,2026-04-07T07:57:29Z,
nscale,2.1.2,2026-04-07T07:57:29Z,
nsplit,20110226,2026-04-07T07:57:29Z,
nstage,5.0.0,2026-04-07T07:57:29Z,
nstagebin,1.0.2,2026-04-07T07:57:29Z,
