A1	A2	A3	A4	A5	A6	A7	A8
3710.642	976.652	510.175	66.986	130.977	339.363	545.439	1222.539
3583.461	976.277	488.908	66.164	130.36	355.691	569.417	1241.248
3537.479	1015.482	480.549	66.977	132.73	355.828	566.365	1248.449
3573.843	991.101	470.277	63.324	133.315	357.597	558.789	1262.464
3697.244	973.242	488.384	66.16	135.142	364.763	576.544	1280.522
3669.167	1014.164	474.101	63.705	135.133	351.548	559.315	1246.906
3766.172	1052.491	498.83	66.75	135.948	359.682	559.639	1270.723
3633.784	1011.872	488.728	65.995	134.809	354.117	546.192	1235.77
3611.543	1043.216	483.47	63.807	137.043	344.565	550.093	1215.867
3710.618	1081.602	513.396	66.887	137.48	363.077	578.983	1250.1
3881.925	1105.479	530.501	69.13	137.899	359.438	566.238	1266.63
3923.117	1129.169	538.509	70.851	141.225	369.587	585.872	1274.3
3805.866	1073.829	530.977	70.222	137.811	367.91	579.768	1256.601
3858.918	1095.261	535.254	71.126	137.604	369.875	581.218	1278.772
3792.006	1086.365	524.523	69.072	141.512	386.767	608.673	1300.827
3625.937	1026.922	501.335	67.336	140.689	370.607	585.673	1276.503
3472.44	981.846	500.548	67.69	137.129	360.53	559.682	1289.834
3491.655	963.366	493.76	67.699	135.846	358.666	556.376	1284.73
3610.361	987.222	491.232	67.412	136.485	340.556	541.173	1268.248
3646.25	985.742	498.325	66.799	138.317	349.57	557.879	1256.518
3526.713	1017.415	497.027	64.594	130.959	346.51	552.685	1233.176
3459.373	985.389	483.4	62.694	129.997	328.895	526.968	1211.427
3472.98	974.892	489.656	64.971	124.336	322.477	529.188	1227.53
3693.352	1022.876	508.695	65.781	133.221	342.267	565.215	1263.125
3573.737	1027.957	513.734	67.172	128.564	331.59	551.48	1294.715
3444.238	1015.926	504.091	64.733	119.181	309.105	511.659	1251.963
3527.903	1036.757	509.532	65.959	128.276	327.735	544.407	1285.637
3473.244	1027.463	495.524	65.222	125.981	311.291	518.951	1244.77
3075.308	929.368	465.858	60.56	113.831	269.316	462.196	1147.698
3009.946	834.234	446.139	56.675	113.846	256.544	442.41	1121.956
2986.774	823.319	422.171	55.817	112.145	252.859	450.197	1090.685
3002.611	835.245	409.366	55.802	112.026	253.281	449.333	1107.752
3137.107	858.483	440.017	58.359	117.64	264.068	470.513	1151.913
3019.842	831.815	434.913	56.859	108.501	244.682	435.425	1134.83
3036.969	811.383	431.628	55.23	111.196	239.342	434.333	1157.045
2602.986	682.401	395.17	48.932	101.761	213.915	396.677	1080.153
2626.1	694.55	405.11	48.895	103.621	241.31	442.881	1107.784
2695.453	690.417	398.821	48.962	104.606	242.016	441.204	1112.327
2907.798	761.896	420.478	51.928	110.547	257.103	461.447	1149.475
2839.54	769.276	404.647	50.056	109.312	255.267	442.578	1160.112
3159.393	858.295	441.136	56.941	110.604	284.605	492.908	1226.649
3045.762	820.5	432.364	56.899	104.475	257.869	449.087	1204.451
3052.255	824.172	414.406	55.073	101.684	246.158	421.8	1183.57
2908.732	799.695	382.541	53.104	97.289	245.221	417.353	1161.344
2669.69	753.034	360.592	50.535	90.872	221.785	384.857	1109.337
